Income,Age,Dependents,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Savings,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous,City Tier,Occupation_Retired,Occupation_Self_Employed,Occupation_Student
25042.54908,52,4,5008.509816,2898.038657,914.2196079,3170.687116,1947.499843,1098.406426,839.5857771,1321.022444,1066.040319,1470.45441,407.4696262,4900.615035,859.6465376,335.6085001,218.412946,161.419673,355.0943306,50.17765114,33.30681622,70.78943574,1,0,1,0
9596.503685,52,4,1919.300737,0.0,320.4467697,1092.984106,627.3781679,429.7159277,379.4526456,515.084522,417.0735139,540.6901459,258.7191058,3095.658044,309.5839338,86.11208776,72.5419845,52.31736099,142.5416636,6.437847778,15.95087074,21.09644023,1,1,0,0
19408.11353,52,3,5822.43406,2832.160281,516.1169284,2486.690885,1346.562801,956.5912293,930.2938672,1041.328625,592.6318283,1604.703741,452.332979,826.2663089,541.4079949,254.9510193,119.9445486,170.2642133,120.8468495,19.9305672,79.48131803,109.042396,0,1,0,0
11946.07198,19,4,2389.214396,0.0,413.2962933,1363.786116,641.8882526,475.9294007,497.3062495,699.2782704,404.4367492,782.1353155,130.9715017,4147.829434,322.0201748,62.93116791,133.3835002,111.3621131,101.6290778,19.8722155,0.222671001,15.69137497,1,0,0,1
40518.38397,35,0,6077.757596,0.0,1992.037987,6013.173481,3205.856924,1070.64494,1146.628221,2250.439911,1221.912561,0.0,1073.101333,16466.83102,1338.342817,502.8882402,77.73719005,271.5279871,266.6055532,47.51461011,0.0,61.60053196,2,1,0,0
18554.01912,47,4,3710.803824,1192.224566,916.6385447,2512.974366,1393.711338,674.6884967,773.1859706,1169.736312,795.0787047,1575.382088,416.6017449,3422.993164,338.6905983,399.9961276,151.1168906,189.3826196,128.2083689,29.77119665,31.67614216,111.9064925,1,0,1,0
23756.17227,59,4,4751.234454,0.0,537.2630762,2635.306938,1579.259696,597.5939205,1039.084352,1446.638182,1068.194935,2353.880176,325.897742,7421.818799,597.5836062,234.6806721,134.0189617,290.2032339,358.2035317,17.57331556,88.56586706,56.37203232,1,0,0,1
18538.17449,46,1,3707.634898,3359.642815,874.8366655,2506.825232,1186.580174,729.4581326,409.2610161,946.0427259,746.6548569,1722.130244,294.4647046,2054.643023,265.5062899,183.9417473,106.787428,122.6999713,203.0842053,36.23497576,78.84775081,46.56161096,1,0,0,0
29677.80921,39,0,8903.342763,2892.435495,1002.336183,3838.256762,1959.413291,769.2249688,1051.781979,1756.559456,1046.757915,0.0,397.7327098,6059.967686,247.5280431,272.6480522,224.4910223,173.6328884,418.8748349,20.99941201,0.0,106.3047301,0,1,0,0
12871.66828,46,2,2574.333655,0.0,396.1775991,1841.395268,1013.270536,281.0616754,564.1075295,877.6437329,556.8798035,1265.063406,347.8518107,3153.88326,247.208582,227.2439001,69.43503212,50.97246846,231.9928351,24.28178385,47.1828149,81.46716898,1,1,0,0
11296.83346,27,2,2259.366692,0.0,380.8780398,1382.734509,763.5608692,553.7724504,456.4327258,701.8728695,503.3062445,804.2786784,202.7395859,3287.890795,307.0543835,98.82645231,28.28327485,73.61808955,67.23855161,13.69979185,9.803052023,60.74955516,1,1,0,0
6255.501287,33,3,1251.100257,867.8104018,300.6452722,841.2850982,457.474951,234.3452184,301.5197616,459.1638219,244.8792957,380.3940065,123.6200872,793.2631154,100.035911,107.949177,19.49653313,32.06788489,81.00160548,2.67967734,9.441739655,7.554992877,1,0,1,0
10367.21624,23,0,1555.082436,736.930902,510.304786,1072.111538,763.019588,292.2436127,237.3097382,787.9990008,468.3183371,0.0,106.2513572,3837.644943,142.4342307,189.3829398,31.76272637,32.6055812,177.3414959,13.02718724,0.0,10.65196775,2,0,0,1
34408.10017,39,2,6881.620033,0.0,706.2374993,4377.812936,2682.867688,1174.115621,821.5414574,2050.949738,1117.515855,3379.478908,612.8273354,10603.13309,1070.41306,594.5181913,252.9941281,46.4334893,333.1472696,32.58447872,48.71684327,92.03687957,1,0,1,0
27348.96692,35,0,4102.345039,0.0,712.5386443,2794.207491,1792.021436,1316.557404,836.4614788,1834.628383,1129.630102,0.0,682.7811706,12147.79578,250.687608,268.0326242,233.2684387,143.6162903,161.1059687,4.601140773,0.0,44.29105505,2,0,1,0
23578.00828,49,1,4715.601657,0.0,556.5254456,2880.502788,1706.688999,1147.911971,492.8129124,1880.170473,893.562024,1435.078937,669.4745259,7199.678551,740.9350643,221.9724907,95.27035265,26.85848428,528.2643922,37.15113494,65.33323058,114.6215472,1,0,1,0
9192.425129,45,1,1838.485026,1648.011479,403.241129,1204.570197,732.103232,299.6273518,299.4625476,696.370564,390.4797661,880.1314001,257.6184471,542.3239893,136.6320556,136.5112888,72.14696623,73.14327908,76.74135186,4.134574382,35.24752852,70.16007976,1,0,0,0
16866.37534,59,2,3373.275067,2840.341225,598.1333945,1801.122489,1070.345096,666.2477533,731.2256257,1038.863513,584.3486352,1000.928453,183.923243,2977.620841,316.1447361,285.4171391,168.3260998,100.239574,63.54142697,13.37408603,39.59018401,28.94332565,1,0,1,0
20752.90766,27,1,3112.936149,0.0,595.2010403,2533.620085,1260.470156,813.8300704,1008.457452,1548.436451,778.7897021,1985.126355,525.8927933,6590.147403,671.0363516,104.4819634,182.5375214,56.97131883,356.9434589,32.23893833,23.96420016,33.84084887,2,0,0,0
39491.75885,39,4,7898.351769,0.0,1555.326447,4126.187598,2765.2255,1423.67675,922.6150985,1731.282886,1322.000913,2299.322159,595.7981922,14851.97153,895.1125955,665.3594231,139.5597839,239.2101295,314.7918989,0.95972586,2.615430188,57.39091423,1,1,0,0
7321.134171,45,0,1464.226834,674.6892292,352.1432049,959.0680672,396.8785379,241.7838503,161.0635593,576.1683929,285.3744235,0.0,76.27123793,2133.466834,73.99895495,76.63143096,56.46505286,44.33341096,72.0074592,4.977074633,0.0,21.05469868,1,0,0,1
22046.00833,60,2,4409.201666,2490.265351,1013.987599,2701.407678,1142.207731,821.0070541,894.4036105,1267.373354,671.8313943,1918.14494,242.6978104,4473.480141,300.5889421,176.113878,238.6333612,64.86276861,83.76484893,31.95082794,77.76357671,43.21947864,1,0,1,0
17455.58721,46,4,5236.676163,0.0,796.7561425,2060.140503,1393.73427,365.7331652,382.1548318,774.7367269,821.50942,1605.989531,274.6453094,3743.511148,309.4635764,139.5842741,105.1204953,54.25370728,47.62690806,39.18482973,52.72166405,58.4938864,0,0,1,0
15330.17891,19,0,3066.035781,0.0,697.0642117,2176.943579,1046.603467,336.9095113,738.8277534,682.5469699,757.0732334,0.0,300.0669052,5528.107493,283.1543681,237.80188,61.76021016,182.0869516,87.82364861,14.78419415,0.0,86.20411067,1,0,1,0
23425.55407,43,1,7027.666222,2226.88042,1098.158466,3200.361402,1660.42586,736.0448385,599.8252655,1763.193999,1032.461327,2095.566661,504.1045722,1480.865042,454.7694293,343.5265332,41.1779256,101.1235361,150.0409981,13.82319627,46.90274469,100.7126627,0,0,0,1
20447.44614,42,3,4089.489227,0.0,453.1908292,2541.016218,1126.607972,905.6748479,857.3724401,1251.020538,951.6792208,1830.86894,497.9936169,5942.532286,528.8352241,251.2022828,185.6005349,110.342845,124.1230185,44.54927498,52.62505328,96.12287474,1,1,0,0
25859.29732,36,3,5171.859463,0.0,730.6290816,3591.496787,1500.233089,700.5994066,736.9516886,1792.215918,1201.776698,1539.016031,359.5327856,8534.986368,476.9778396,236.8230064,166.1885351,38.37338818,97.73259962,35.72155684,34.81104349,37.49313895,1,0,0,0
12380.58355,37,2,1857.087532,1610.899785,568.1169787,1310.759993,688.4013175,261.6422423,305.9491041,918.7008854,601.6007644,927.3808673,204.7587926,3125.285286,179.8181698,39.59479017,58.26083688,46.68158454,207.5921222,14.95520487,20.09182966,42.19252245,2,0,0,1
11521.69849,50,3,2304.339697,1912.459955,575.0822765,1220.527893,821.282331,340.2846943,483.5450423,906.1356236,558.9452775,721.3857316,238.4427734,1439.26719,327.9845756,136.6026494,28.75358068,108.4533809,136.3676575,23.4834092,15.65149865,41.42237052,1,0,1,0
28320.59517,35,1,8496.17855,0.0,900.0632648,3552.68416,1829.552312,1018.188332,1358.739689,1487.130068,1083.415211,1559.001327,408.617701,6627.024552,196.0090913,381.7380034,194.8023944,302.5958658,351.7125851,21.35331483,53.14785474,59.26251061,0,1,0,0
40065.12286,57,3,12019.53686,3437.467199,1375.856389,5780.86859,2679.451492,2000.655923,864.9995272,1953.839331,1895.959044,2634.522772,477.4129846,4944.552749,1151.756582,522.4055135,208.0769808,258.9306224,103.636579,11.33473041,33.0502698,116.8369502,0,0,0,0
17905.3863,62,3,3581.077259,0.0,725.5182723,1996.970705,1385.988244,845.7836258,861.5701941,1080.290144,853.9780172,1159.585274,303.9358834,5110.688678,411.706753,210.2723669,70.95311623,98.29269804,137.3268944,8.321291272,47.26583952,41.07602332,1,0,1,0
29152.37983,36,3,5830.475967,0.0,935.144889,4183.831592,1637.961789,859.4263059,1197.841084,2319.365638,931.3790571,2780.703647,723.1929527,7753.056911,913.0435532,235.5861146,214.1588448,116.9928122,543.0531694,46.11098778,60.82612114,36.65461716,1,0,1,0
3689.169254,55,2,1106.750776,495.4111707,162.1279367,543.4453727,225.0943616,150.516127,170.2448759,244.3524166,174.1519551,186.8338918,83.45057979,146.78979,85.63538562,64.09586848,20.41000259,15.12425007,61.76353935,4.955065099,5.752308864,23.77594129,0,0,1,0
32163.589,55,4,6432.717799,1904.557434,1183.613331,4065.138571,1640.399671,1491.345203,725.951558,1709.83506,1217.404715,2345.354174,435.9694216,9011.302058,925.736035,472.5707971,324.2156201,198.2992424,180.2355231,60.09224174,43.98780676,65.51919137,1,0,0,0
23617.58357,23,0,4723.516715,0.0,643.216122,3188.200315,1642.412631,781.0120299,655.3070862,1328.2322,744.2494591,0.0,359.5998674,9551.837148,367.4527594,377.1392884,164.6150406,81.05350131,315.8988263,6.544176167,0.0,104.3595765,1,1,0,0
32285.10579,57,1,9685.531738,3371.917633,1056.335364,3594.598058,2527.656316,655.1781454,780.1401595,1296.763627,1181.999229,3174.521849,689.1816785,4271.281995,591.8978966,334.496952,70.38963042,230.8426744,311.7870999,34.88017453,16.26424394,165.3200519,0,0,0,1
6117.431078,34,1,1223.486216,383.8683816,185.6000418,873.2405105,353.3844235,250.1181677,195.2397759,453.0273026,196.7885037,314.1341305,159.5119855,1529.031639,165.7666248,54.84557439,57.70084656,29.28665502,29.83699141,1.822767293,13.23667127,43.35219923,1,0,0,1
25165.14423,59,2,5033.028845,3469.485867,1188.598742,2860.213544,1424.720061,1090.722278,968.4531776,1988.17829,1198.343812,1757.400929,259.6605928,3926.338087,711.180307,275.3641639,98.25186561,245.4945392,545.9292381,12.3066229,24.30433795,30.70736259,1,1,0,0
19817.81354,60,3,5945.344062,1710.10644,789.0705249,2034.251007,1433.45702,860.8232776,927.4462342,1211.913616,909.9187875,1872.465509,571.4955126,1551.52155,176.1180689,261.0501637,150.9349832,226.9114827,285.6616258,39.11144806,88.50348844,151.1795616,0,1,0,0
15711.65038,59,2,3142.330075,1266.930849,599.3969412,1706.878705,1182.717022,444.4970426,591.3678157,899.055221,749.4427214,1026.434906,294.1085176,3808.49056,169.2176702,309.7504267,101.7198163,76.81666061,219.6111301,9.916735552,32.68169245,55.56462815,1,0,1,0
20081.35448,52,4,4016.270896,0.0,832.2004497,2697.788696,1445.167112,943.0306561,674.9063049,920.7045672,788.4478615,1878.337762,566.3838522,5318.116323,775.1096976,185.0587368,172.6590011,56.80808154,86.0908879,33.68259557,57.48199685,109.3770685,1,0,0,1
19636.4831,27,0,3927.29662,0.0,941.1589509,1982.786437,1337.528556,958.8480456,512.7852919,981.2593965,728.3598873,0.0,212.718829,8053.741086,493.611074,299.1572042,186.5076489,45.80351787,256.5474964,27.90426064,0.0,36.69466413,1,0,1,0
17108.14912,54,1,5132.444735,3202.131228,504.6357498,2130.115851,948.7875126,383.3001522,693.6755074,748.0780726,679.2601287,1619.198631,487.0513064,579.4702422,629.336476,231.9062711,77.34670777,204.0538913,129.2395882,25.72383696,49.45539525,89.80402562,0,1,0,0
23082.33634,34,2,4616.467268,3961.182748,566.9207677,3116.627006,1796.621007,938.6188159,604.7578172,1103.405813,1060.613366,1863.776881,426.1971109,3027.14774,891.9973837,112.8958945,246.2633826,83.82524074,271.9041479,34.18651718,76.10574817,26.99006517,1,1,0,0
21922.44196,23,4,4384.488392,0.0,491.7622531,3157.33771,1536.220836,1020.501819,600.2347712,1666.472524,686.2522745,1602.2741,510.403789,6266.49349,571.9762425,297.5889658,157.6887145,146.2574169,249.7185026,29.85869705,34.65582436,94.44057445,1,0,0,1
9303.451154,60,0,1860.690231,486.2624039,199.2307493,1280.846974,715.3665825,399.3784411,233.4399667,550.6660116,440.6826252,0.0,103.9312548,3032.955914,193.6659091,120.9978613,36.39878051,34.56008968,78.96787004,10.91835495,0.0,25.50259239,1,0,0,0
24866.65315,49,3,7459.995945,4433.243478,1031.191867,3600.207432,1877.64713,1225.300322,689.2839725,1649.50918,1020.50474,2083.610546,388.0114781,591.8529404,189.1336546,468.6233351,282.1202493,68.89526752,201.6599522,28.86515944,66.10920215,58.79621315,0,1,0,0
9668.766946,21,4,1933.753389,1198.46765,267.0815768,1212.548991,654.2762031,380.8227239,283.7402945,436.3619389,320.5652938,515.0465943,184.3747745,2281.727516,115.6652414,73.21104039,24.06690431,49.28524579,58.6123267,13.20622688,2.964700592,10.94757356,1,0,1,0
21427.62813,38,0,4285.525626,0.0,571.7359458,3126.66756,1220.819789,600.2407675,652.7355252,1575.780863,717.2990869,0.0,398.7172394,8278.105727,330.5557014,153.9684562,87.41930111,175.8749162,126.997082,21.48009053,0.0,98.48597641,1,0,1,0
15789.98007,49,1,4736.994022,0.0,532.7074474,2090.01972,1051.512368,407.7727205,618.7315032,799.4699637,746.3288233,958.1956998,409.756737,3438.491068,471.7107212,119.6688527,115.7976955,63.65674534,66.54172717,28.31974589,24.22628651,25.10862107,0,1,0,0
26368.46563,35,1,7910.539688,0.0,677.0088245,2654.593954,1995.329754,692.1512582,657.0529497,1840.047496,1309.686986,1767.989643,390.9958224,6473.06925,545.0309322,494.9806978,78.58154562,140.9378225,155.5033917,40.16156649,63.5899312,105.0735996,0,0,0,0
34496.56079,23,4,5174.484119,0.0,1109.508935,4724.974503,1872.873953,693.8019252,707.1475512,2225.513848,1450.966479,1892.45987,882.825224,13762.00439,812.876332,259.5648637,74.37676032,189.11767,325.559095,46.25112466,3.428226931,88.75533967,2,0,1,0
36864.08218,28,4,5529.612326,2290.088665,1262.838934,4459.510797,1998.381698,1623.569745,992.4805384,1489.915481,1460.574142,2615.356611,477.9186266,12663.83461,350.7914648,205.0341418,151.7000901,157.2466974,271.8397395,53.65579242,12.20982511,93.46176711,2,0,0,0
28265.46239,63,1,5653.092478,4804.322626,911.4534297,3452.860178,1499.810395,955.9517608,1234.473564,1553.503436,990.5632321,2206.653754,643.9554221,4358.822112,748.4258124,322.6763027,232.6646091,322.0714018,179.0470322,15.97808081,34.17663114,132.6852943,1,0,0,1
6463.561033,37,2,1939.06831,0.0,203.0295255,741.8261325,327.9438829,135.0123976,284.4548931,298.5599913,223.3156222,559.1963168,124.4241325,1626.729829,123.0239263,80.53077209,25.13217804,41.08571517,36.86312117,1.916445813,20.18265388,35.12683921,0,1,0,0
29370.36819,46,0,4405.555228,0.0,1436.184801,4175.519186,1664.671985,1318.916703,719.2758133,1307.949867,1422.439047,0.0,301.5788421,12618.27671,1010.32957,216.3152831,211.0906764,198.7929558,214.9373071,48.62115628,0.0,49.88543122,2,0,0,0
25721.02137,24,2,5144.204275,3770.320822,1240.828052,3243.180414,1489.05163,536.5789789,852.2024203,1138.357134,1164.217662,2467.451029,392.0834264,4282.54553,740.4396292,236.2608361,34.22672661,207.5135589,77.18722436,33.09876376,50.53997274,32.85640742,1,0,0,1
29178.3783,53,2,8753.513491,0.0,594.7079432,3061.043488,1498.590795,597.4624691,1320.645934,2204.685355,919.4805885,2116.949087,325.6199538,7785.679199,619.1672396,116.3935627,164.1248938,74.04338908,145.7102907,7.43646076,13.17563766,92.73899715,0,0,1,0
11778.25402,61,1,3533.476206,0.0,352.4642877,1691.660837,739.3687164,286.2629012,437.3228814,769.6433345,544.337034,1014.735732,162.4227408,2246.559349,135.1355546,171.8642021,19.93628527,77.01771637,52.03216801,0.921092735,29.99870658,10.75510054,0,0,0,1
14493.31368,61,3,4347.994105,0.0,713.5688534,1895.229158,1017.210644,307.7472012,512.4766169,642.9221546,457.2933862,1034.239617,220.7892455,3343.842703,335.5832224,157.4017189,79.84526652,32.08853208,146.1150674,10.25394753,0.246063888,55.95523198,0,0,1,0
9773.909421,60,0,1954.781884,0.0,311.2256305,1300.043163,498.310074,250.1198464,289.5733078,532.7168631,414.0978443,0.0,128.8399678,4094.200839,98.09175662,100.9158467,18.72830448,66.32839095,62.97348936,14.36824619,0.0,33.24366259,1,1,0,0
13582.3115,46,2,2716.462301,0.0,379.309293,1449.143199,833.011286,331.8673274,318.5282336,887.7799645,610.0816485,1210.665068,208.6579153,4636.805269,332.5487899,98.5699834,53.93811663,23.70184793,169.5281765,12.85949844,23.86441255,52.8352821,1,1,0,0
19070.8158,44,0,3814.16316,0.0,485.7245266,2140.117727,1324.139735,803.545952,876.520871,1024.188914,614.9356374,0.0,430.0038034,7557.475475,606.963136,245.9506585,68.41238818,165.3431804,240.3233555,22.24160514,0.0,47.5261416,1,0,1,0
20053.76383,19,0,4010.752766,0.0,597.1143668,2219.771443,1550.130983,775.5572411,764.7047339,1523.501239,611.4954536,0.0,477.9630413,7522.772564,615.9577161,208.8566603,128.8724507,66.86490775,179.5889574,15.61044524,0.0,108.1464613,1,0,0,0
8676.920085,39,1,2603.076026,1185.41149,351.509239,1295.196949,573.5977937,361.4325647,320.5276987,680.4150637,406.5453181,829.8837834,96.18325339,26.8590937,165.2125878,161.9424765,18.9259632,41.97609357,186.3575357,19.50605383,14.28739197,13.617506,0,0,1,0
31691.4764,26,0,6338.29528,0.0,1249.814617,4038.60582,2178.66302,1539.561328,1069.892731,1692.61434,1174.571448,0.0,629.147958,11780.30986,397.6848819,394.9576086,248.2920507,145.4160175,180.7518884,7.834022899,0.0,123.1694307,1,0,0,0
12824.46161,28,4,1923.669242,0.0,279.3188111,1374.187684,711.2966014,331.1936218,306.5755426,802.5128762,578.7637079,1209.140874,201.9962018,5105.80645,244.3322265,106.1679375,22.72407869,21.78011538,57.57327059,27.17851261,29.63103922,41.15747656,2,1,0,0
14377.40669,62,1,2875.481337,0.0,479.5096362,1947.758163,719.5540538,467.2482661,432.1375925,1145.311646,432.7846459,1333.624324,151.5094125,4392.487608,380.6092598,126.5769032,67.50727769,39.20190499,156.4568546,8.233228085,59.9874229,36.40956906,1,1,0,0
16032.12862,35,2,2404.819294,0.0,628.1129362,1894.520343,1039.951713,620.9476438,549.7213782,777.1271539,606.7832969,1182.504284,332.7495619,5994.891019,154.4472407,154.2813755,146.4116182,114.1711012,93.87637984,30.0371194,47.83341414,18.99432864,2,0,0,1
23185.98888,42,1,4637.197776,0.0,1059.752017,2812.283435,1430.229719,751.4267013,876.4892422,1755.835135,861.6386437,1436.408587,394.0326711,7170.694954,670.6724586,360.8377945,65.68080332,71.486376,250.867824,38.3356957,29.23041642,41.28515639,1,0,1,0
11206.63405,27,3,2241.326809,935.2952687,351.3333369,1297.722738,812.2611009,256.2282416,331.7299395,853.9795101,500.3768945,687.4189726,288.5354546,2650.42578,386.7081386,196.048245,61.94100196,41.28352105,88.78566426,18.6608581,10.91311673,38.91399486,1,1,0,0
8291.333345,50,3,1658.266669,480.442658,236.5129426,848.6518072,452.0708619,253.0809184,382.9941798,433.9003281,274.1241603,660.5265191,135.0251463,2475.737155,48.91375614,79.2714958,30.59140926,103.55151,90.05864297,2.630839248,23.68918044,24.2745003,1,0,0,1
34775.19928,32,2,6955.039857,0.0,1656.839304,3614.375931,2013.121958,835.5377435,1581.096783,2233.974724,1135.942221,2444.263669,887.014334,11417.99276,1079.919083,305.5619363,157.6507531,114.652158,286.2891459,16.68789063,53.99757769,82.16530323,1,0,0,1
11152.20028,28,3,2230.440056,0.0,231.3705078,1476.657843,577.3152151,541.340177,478.6556275,591.5995355,483.3337418,951.2808263,304.2272996,3285.979451,358.6980601,93.78340471,101.8882727,74.16861642,37.08865162,22.33723153,25.70888926,24.82038413,1,0,0,1
10431.52104,51,0,2086.304207,0.0,367.559995,1140.549784,560.6184405,515.2515562,509.9825007,739.778561,495.0370473,0.0,107.9532069,3908.485738,91.69524194,125.3352973,109.4228894,37.58972228,121.2235211,1.308720735,0.0,27.07776874,1,0,0,0
17412.31308,58,0,5223.693925,0.0,862.0768094,1841.34827,1078.94397,355.8521369,608.4854736,1141.935801,791.7360935,0.0,356.5334187,5151.707184,508.7511006,62.04916567,100.9371597,129.457858,130.7278341,30.93970413,0.0,68.09965915,0,0,0,0
16940.65319,46,0,3388.130637,0.0,625.7351595,1867.171488,864.3767429,673.033353,416.5681142,715.8563173,622.8602466,0.0,405.7995534,7361.121573,467.7850617,172.3923089,162.4265159,90.14907721,139.5414769,9.292300464,0.0,114.1334897,1,0,0,0
11566.98112,32,0,2313.396224,0.0,487.2025932,1607.501371,649.179437,557.3478465,392.3079185,783.3305562,539.0534631,0.0,285.7665947,3951.895115,385.2404418,190.2119752,139.7091799,60.49151574,49.42680195,5.443290292,0.0,26.24825263,1,0,0,0
13755.68297,51,3,2063.352445,0.0,417.5039169,1652.475556,794.346885,276.8293168,505.5435752,575.2944947,629.9338625,1262.693369,226.5342215,5351.175325,384.7870659,152.8056277,25.58897448,42.88114614,94.91579601,3.164280309,60.22978003,56.44861978,2,0,1,0
15559.19103,42,0,3111.838206,1279.144089,445.9798993,1779.26922,882.7283516,448.708476,355.1711663,694.0070301,733.3763192,0.0,380.4006744,5448.567597,346.9463695,121.1495749,77.90193959,18.65208274,164.0522305,21.99962864,0.0,80.21564346,1,0,1,0
24652.71136,18,3,3697.906704,2873.79874,724.3740878,3426.36079,1408.880534,839.0677456,1078.735156,1241.719936,1131.84331,2338.928806,685.846807,5205.248746,753.5938165,89.04894453,156.8158528,249.1559049,259.8095601,45.36940441,10.99378609,103.8867947,2,0,1,0
16415.21174,52,4,3283.042348,0.0,808.76878,2161.176609,1115.575479,519.037458,656.631947,1147.235033,726.5614705,925.5780293,443.2249959,4628.379592,355.3233597,301.3834826,96.50466416,150.8496978,162.4773324,15.54170452,10.0637231,130.1496239,1,0,0,1
14725.57588,60,0,2208.836382,0.0,695.6414245,1530.223711,1067.10492,422.5314506,383.2844401,1140.312697,475.8182617,0.0,172.4684848,6629.35411,345.3914509,228.8650971,44.68185884,88.19393737,88.88383434,21.71334786,0.0,23.66534461,2,1,0,0
15619.95328,41,0,3123.990657,0.0,500.3267852,1600.901211,879.6012205,665.9322541,415.7876139,1007.02067,481.8715184,0.0,389.517013,6555.004343,443.245925,191.3523116,80.09425891,55.48379479,267.8115913,8.917132075,0.0,84.93921137,1,1,0,0
28205.47235,42,3,4230.820853,2901.225151,1125.17529,3052.96727,1763.650388,621.1943515,1235.637906,2179.148625,1292.250283,2486.736752,521.3295351,6795.335948,739.8771443,218.5437095,174.635738,171.7207176,195.6487619,33.14350654,108.252365,119.8503367,2,0,1,0
